;Query.accession;Query.sequence.length;Subject.seq.id;Subject.accession;Subject.sequence.length;evalue;Bit.Score;Raw.Score;Alignment.length;Percentage.of.identical.matches;Number.of.identical.matches;Number.of.mismatches;Number.of.positive.scoring.matches;Total.number.of.gaps;Taxonomy.ID;Scientific.name;Subject.blast.name;Subject.common.name;Domain;Phylum;Class;Order;Family;Genus;Species
1998;ASV_0027;203;gi|1071036342|gb|KX620012.1|;KX620012;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
1999;ASV_0027;203;gi|1071036328|gb|KX620011.1|;KX620011;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2000;ASV_0027;203;gi|1071036314|gb|KX620010.1|;KX620010;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2001;ASV_0027;203;gi|1071036300|gb|KX620009.1|;KX620009;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2002;ASV_0027;203;gi|1071036286|gb|KX620008.1|;KX620008;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2003;ASV_0027;203;gi|2563111914|gb|OR268692.1|;OR268692;16540;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2004;ASV_0027;203;gi|2561340859|gb|OR260476.1|;OR260476;16540;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2005;ASV_0027;203;gi|2561340430|gb|OR255999.1|;OR255999;16565;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2006;ASV_0027;203;gi|2512647706|gb|OQ689020.1|;OQ689020;16649;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2007;ASV_0027;203;gi|974737461|gb|KT827218.1|;KT827218;559;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2008;ASV_0027;203;gi|974737455|gb|KT827212.1|;KT827212;533;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2009;ASV_0027;203;gi|974737449|gb|KT827206.1|;KT827206;558;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2010;ASV_0027;203;gi|727826711|gb|KM998967.1|;KM998967;16708;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2011;ASV_0027;203;gi|2445127560|gb|OQ443265.1|;OQ443265;459;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2012;ASV_0027;203;gi|2425832297|gb|OQ231465.1|;OQ231465;1431;3.20E-99;375;203;203;100;203;0;203;0;310261;Sus scrofa taivanus;even-toed ungulates & whales;Sus scrofa taivanus;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2013;ASV_0027;203;gi|2414081400|gb|ON706057.1|;ON706057;16690;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2014;ASV_0027;203;gi|814936710|gb|KP223728.1|;KP223728;16532;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2015;ASV_0027;203;gi|817530226|ref|NC_026992.1|;NC_026992;16480;3.20E-99;375;203;203;100;203;0;203;0;41807;Sus barbatus;even-toed ungulates & whales;bearded pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus barbatus
2016;ASV_0027;203;gi|808177089|gb|KP765605.1|;KP765605;16720;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2017;ASV_0027;203;gi|808177075|gb|KP765604.1|;KP765604;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2018;ASV_0027;203;gi|808177061|gb|KP765603.1|;KP765603;16760;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2019;ASV_0027;203;gi|794460880|gb|KP681245.1|;KP681245;16689;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2020;ASV_0027;203;gi|794460847|gb|KP681244.1|;KP681244;16729;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2021;ASV_0027;203;gi|794460770|gb|KP681242.1|;KP681242;16700;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2022;ASV_0027;203;gi|2327629298|gb|ON715893.1|;ON715893;16690;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2023;ASV_0027;203;gi|2311028818|gb|OL435713.1|;OL435713;16611;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2024;ASV_0027;203;gi|757173677|gb|KP301137.1|;KP301137;16770;3.20E-99;375;203;203;100;203;0;203;0;415978;Sus scrofa scrofa;even-toed ungulates & whales;Sus scrofa scrofa;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2025;ASV_0027;203;gi|756141089|gb|KP257599.1|;KP257599;16720;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2026;ASV_0027;203;gi|756141075|gb|KP257598.1|;KP257598;16760;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2027;ASV_0027;203;gi|748762956|gb|KP126954.1|;KP126954;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2028;ASV_0027;203;gi|699046396|gb|KM275217.1|;KM275217;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2029;ASV_0027;203;gi|698854369|gb|KM200762.1|;KM200762;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2030;ASV_0027;203;gi|698174237|gb|KM433673.1|;KM433673;16699;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2031;ASV_0027;203;gi|697738703|gb|KM250424.1|;KM250424;16772;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2032;ASV_0027;203;gi|697738682|gb|KM259826.1|;KM259826;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2033;ASV_0027;203;gi|693583948|gb|KM044240.1|;KM044240;16720;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2034;ASV_0027;203;gi|693583934|gb|KM044239.1|;KM044239;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2035;ASV_0027;203;gi|689197688|gb|KM073256.1|;KM073256;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2036;ASV_0027;203;gi|2250084220|gb|OM634652.1|;OM634652;16690;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2037;ASV_0027;203;gi|2250084206|gb|OM617468.1|;OM617468;16690;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2038;ASV_0027;203;gi|2250084192|gb|OM468891.1|;OM468891;16691;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2039;ASV_0027;203;gi|2250084178|gb|OM453834.1|;OM453834;16691;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2040;ASV_0027;203;gi|2250084164|gb|OM386979.1|;OM386979;16691;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2041;ASV_0027;203;gi|2250084150|gb|OM363676.1|;OM363676;16692;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2042;ASV_0027;203;gi|2248387900|gb|ON060839.1|;ON060839;16560;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2043;ASV_0027;203;gi|2186271351|gb|OM069301.1|;OM069301;16691;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2044;ASV_0027;203;gi|673922063|gb|KM101043.1|;KM101043;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2045;ASV_0027;203;gi|2172426986|gb|MZ703185.1|;MZ703185;16691;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2046;ASV_0027;203;gi|671184751|gb|KJ737423.1|;KJ737423;16700;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2047;ASV_0027;203;gi|671184723|gb|KJ737421.1|;KJ737421;16780;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2048;ASV_0027;203;gi|671184709|gb|KJ737420.1|;KJ737420;16678;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2049;ASV_0027;203;gi|671184695|gb|KJ737419.1|;KJ737419;16685;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2050;ASV_0027;203;gi|671184681|gb|KJ737418.1|;KJ737418;16729;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2051;ASV_0027;203;gi|671184667|gb|KJ737417.1|;KJ737417;16750;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2052;ASV_0027;203;gi|670804638|gb|KJ909516.1|;KJ909516;16689;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2053;ASV_0027;203;gi|669176294|gb|KJ746665.1|;KJ746665;16692;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2054;ASV_0027;203;gi|669176266|gb|KJ746663.1|;KJ746663;16661;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2055;ASV_0027;203;gi|669176252|gb|KJ746662.1|;KJ746662;16677;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2056;ASV_0027;203;gi|668349796|gb|KJ720205.1|;KJ720205;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2057;ASV_0027;203;gi|2165718074|gb|OL547482.1|;OL547482;16695;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2058;ASV_0027;203;gi|2165718046|gb|OL547480.1|;OL547480;16750;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2059;ASV_0027;203;gi|2165718018|gb|OL547478.1|;OL547478;16712;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2060;ASV_0027;203;gi|2165718004|gb|OL547477.1|;OL547477;16757;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2061;ASV_0027;203;gi|2165717905|gb|OL547470.1|;OL547470;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2062;ASV_0027;203;gi|2165717849|gb|OL547466.1|;OL547466;16704;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2063;ASV_0027;203;gi|2165717821|gb|OL547464.1|;OL547464;16705;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2064;ASV_0027;203;gi|2165717793|gb|OL547462.1|;OL547462;16683;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2065;ASV_0027;203;gi|2165717779|gb|OL547461.1|;OL547461;16687;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2066;ASV_0027;203;gi|2165717765|gb|OL547460.1|;OL547460;16694;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2067;ASV_0027;203;gi|2165717723|gb|OL547457.1|;OL547457;16688;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2068;ASV_0027;203;gi|2165717709|gb|OL547456.1|;OL547456;16714;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2069;ASV_0027;203;gi|2165717695|gb|OL547455.1|;OL547455;16697;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2070;ASV_0027;203;gi|2165717611|gb|OL547449.1|;OL547449;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2071;ASV_0027;203;gi|2165717597|gb|OL547448.1|;OL547448;16747;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2072;ASV_0027;203;gi|2165717583|gb|OL547447.1|;OL547447;16727;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2073;ASV_0027;203;gi|2165717569|gb|OL547446.1|;OL547446;16694;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2074;ASV_0027;203;gi|2165717541|gb|OL547444.1|;OL547444;16756;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2075;ASV_0027;203;gi|2165717527|gb|OL547443.1|;OL547443;16747;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2076;ASV_0027;203;gi|2165717513|gb|OL547442.1|;OL547442;16721;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2077;ASV_0027;203;gi|2108671987|gb|MZ647672.1|;MZ647672;16690;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2078;ASV_0027;203;gi|2102343205|gb|MW534270.1|;MW534270;16710;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2079;ASV_0027;203;gi|465481242|gb|KC505411.1|;KC505411;16733;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2080;ASV_0027;203;gi|465481213|gb|KC505409.1|;KC505409;16841;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2081;ASV_0027;203;gi|465481196|gb|KC505408.1|;KC505408;16700;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2082;ASV_0027;203;gi|465481179|gb|KC505407.1|;KC505407;16760;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2083;ASV_0027;203;gi|465481160|gb|KC505406.1|;KC505406;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2084;ASV_0027;203;gi|460418124|gb|KC493612.1|;KC493612;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2085;ASV_0027;203;gi|460418110|gb|KC493611.1|;KC493611;16758;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2086;ASV_0027;203;gi|460418096|gb|KC493610.1|;KC493610;16742;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2087;ASV_0027;203;gi|460418082|gb|KC493609.1|;KC493609;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2088;ASV_0027;203;gi|460418068|gb|KC493608.1|;KC493608;16709;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2089;ASV_0027;203;gi|460418054|gb|KC493607.1|;KC493607;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2090;ASV_0027;203;gi|557880992|gb|KF660222.1|;KF660222;16700;3.20E-99;375;203;203;100;203;0;203;0;415978;Sus scrofa scrofa;even-toed ungulates & whales;Sus scrofa scrofa;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2091;ASV_0027;203;gi|557161781|gb|KF601700.1|;KF601700;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2092;ASV_0027;203;gi|2076239742|gb|MT501674.1|;MT501674;16690;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;"domestic pig""";Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2093;ASV_0027;203;gi|550600859|gb|KF472179.1|;KF472179;16690;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2094;ASV_0027;203;gi|550600845|gb|KF472178.1|;KF472178;16690;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2095;ASV_0027;203;gi|2046218688|gb|MN025258.1|;MN025258;16508;3.20E-99;375;203;203;100;203;0;203;0;9825;Sus scrofa domesticus;even-toed ungulates & whales;domestic pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2096;ASV_0027;203;gi|2044000943|gb|MK858179.1|;MK858179;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2097;ASV_0027;203;gi|2044000929|gb|MK858178.1|;MK858178;16700;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2098;ASV_0027;203;gi|2044000915|gb|MK858177.1|;MK858177;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2099;ASV_0027;203;gi|2044000901|gb|MK858176.1|;MK858176;16740;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2100;ASV_0027;203;gi|2044000887|gb|MK858175.1|;MK858175;16710;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
2101;ASV_0027;203;gi|2044000873|gb|MK858174.1|;MK858174;16730;3.20E-99;375;203;203;100;203;0;203;0;9823;Sus scrofa;even-toed ungulates & whales;pig;Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa
